date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,home_ml_close,away_ml_close,home_no_vig_prob
2026-08-02,824807,BAL,PHI,Baltimore Orioles,Philadelphia Phillies,2026-08-02T17:35:00+00:00,2026-08-02T17:35:00.000232+00:00,9,129,-142,0.4266723086145491
2026-08-02,824891,ATL,WSH,Atlanta Braves,Washington Nationals,2026-08-02T17:35:00+00:00,2026-08-02T17:35:00.000232+00:00,9,-127,115,0.5460453954604539
2026-08-02,822783,TOR,STL,Toronto Blue Jays,St. Louis Cardinals,2026-08-02T17:37:00+00:00,2026-08-02T17:35:00.000232+00:00,9,-132,115,0.550213260953858
2026-08-02,824404,CLE,ARI,Cleveland Guardians,Arizona Diamondbacks,2026-08-02T17:40:00+00:00,2026-08-02T17:35:00.000232+00:00,9,-179,161,0.6261005910022917
2026-08-02,824483,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,2026-08-02T17:40:00+00:00,2026-08-02T17:35:00.000232+00:00,9,-132,122,0.5581289044644218
2026-08-02,822943,TB,CWS,Tampa Bay Rays,Chicago White Sox,2026-08-02T17:40:00+00:00,2026-08-02T17:35:00.000232+00:00,9,-142,129,0.5733276913854508
2026-08-02,823592,NYM,MIA,New York Mets,Miami Marlins,2026-08-02T17:40:00+00:00,2026-08-02T17:35:00.000232+00:00,9,105,-116,0.4759806081974437
2026-08-02,824163,HOU,TEX,Houston Astros,Texas Rangers,2026-08-02T18:10:00+00:00,2026-08-02T18:05:00.000484+00:00,9,-140,117,0.5586612725266643
2026-08-02,824648,CHC,NYY,Chicago Cubs,New York Yankees,2026-08-02T18:20:00+00:00,2026-08-02T18:15:00.000158+00:00,9,101,-111,0.486051922323835
2026-08-02,824323,COL,KC,Colorado Rockies,Kansas City Royals,2026-08-02T19:10:00+00:00,2026-08-02T19:10:00.000282+00:00,9,-128,109,0.5398773006134969
2026-08-02,823996,LAA,MIL,Los Angeles Angels,Milwaukee Brewers,2026-08-02T19:15:00+00:00,2026-08-02T19:10:00.000282+00:00,9,193,-215,0.333350970950844
2026-08-02,824971,OAK,DET,Athletics,Detroit Tigers,2026-08-02T20:05:00+00:00,2026-08-02T20:05:00.000226+00:00,9,105,-130,0.4632426988922458
2026-08-02,823270,SD,SF,San Diego Padres,San Francisco Giants,2026-08-02T20:10:00+00:00,2026-08-02T20:05:00.000226+00:00,9,-122,111,0.5369404697342622
2026-08-02,823107,SEA,MIN,Seattle Mariners,Minnesota Twins,2026-08-02T20:10:00+00:00,2026-08-02T20:05:00.000226+00:00,9,-135,122,0.5605012156349355
2026-08-02,823919,LAD,BOS,Los Angeles Dodgers,Boston Red Sox,2026-08-02T23:20:00+00:00,2026-08-02T23:14:57.955121+00:00,9,-180,155,0.6211096075778079
